frame direction object_x object_y onLane_x onLane_y lateral_distance answer
600 same 18.605000610351563 8.529999732971191 18.622035566152025 2.434576565976115 +6.095446970851228 +5.9532
600 same 26.399999694824217 0.47999998927116394 26.396834729718258 2.451669642061345 -1.9716721930224288 -2.206
600 same 29.200000381469728 8.569999694824219 29.2070879083247 2.455642285935996 +6.11436151668048 +5.8276
600 same 31.289999542236327 5.179999828338623 31.29234548198129 2.4578238138304167 +2.722177025359863 +2.4274
600 same 31.959998626708984 13.130000114440918 31.969195281894283 2.4584071151447047 +10.671596962080912 +10.3448
605 opposite 14.784999389648437 3.25 14.778303124449744 2.0319474833222153 +1.218070922956745 +1.3641
605 same 29.100000381469727 -0.10000000149011612 28.986654025015113 -2.619907384225385 -2.5224552749425007 -2.2073
605 opposite 46.154998779296875 3.2699999809265137 46.14332486658861 1.8196072718772882 +1.4504396887499567 +1.2707
669 same 3.8449999999999998 3.5299999713897705 3.8681972648262914 1.8039752690330642 +1.7261805775297605 +1.6854
669 same 8.460000381469726 7.599999904632568 8.543124069393468 1.8695154220410015 +5.731087327263194 +5.7019
669 same 10.385000267028808 11.489999771118164 10.528215420256341 1.898748571640522 +9.59232037369454 +9.6692
669 same 15.974999923706054 3.309999942779541 15.996219404282474 1.9835894315973048 +1.326580231471378 +1.3833
669 same 16.979999389648437 12.210000038146973 17.147650887693313 2.002285766540735 +10.209090932867154 +10.2242
669 same 19.315000305175783 7.46999979019165 19.406501429015943 2.0397715942232617 +5.43099905320873 +5.4877
669 same 28.005000076293946 12.359999656677246 28.19576761806107 2.1959230818846303 +10.16586665627874 +10.2564
669 same 28.649999923706055 7.800000190734863 28.754984743657754 2.206418917446193 +5.594566406193245 +5.6358
669 same 31.27500045776367 4.71999979019165 31.32283296394731 2.2554602929702825 +2.465003627180285 +2.6004
669 same 33.539999084472655 0.41999998688697815 33.50274577429429 2.2981961791196195 -1.8785656085525568 -1.6868
669 same 46.7600016784668 4.599999904632568 46.805644644114174 2.5809134655254784 +2.019602269977739 +2.0335
699 opposite 27.515000915527345 17.010000228881836 27.523157314032357 1.8316404696972568 +15.178361950687247 +15.1696
699 same 11.499999771118164 -4.090000152587891 11.502910308374293 -1.818121407984649 +2.271880608968509 +2.4584
724 opposite 24.20499931335449 21.15999984741211 24.434463747530007 2.9764669335505296 +18.184980702657867 +18.1464
724 same 25.809999465942383 0.6399999856948853 25.780671888140052 2.993332484156797 -2.3535152336742455 -2.3981
739 same 18.740000076293946 3.859999895095825 18.75917347663066 2.819860652868736 +1.0403159435965668 +1.2759
739 same 22.61000045776367 20.0 23.039406907376442 2.9124166710176316 +17.092977912695176 +17.3411
739 same 27.109999542236327 19.809999465942383 27.62129483121637 3.0389220649367026 +16.778869451278787 +17.2797
739 same 30.599998474121094 0.03999999910593033 30.493294092591917 3.1324796024903656 -3.094319945058409 -2.6265
745 same 4.854999828338623 4.210000038146973 4.872372669706013 2.369550419845315 +1.8405316115524597 +1.8136
745 same 19.780000534057617 4.820000171661377 19.79587290366881 2.489936748530525 +2.330117483718222 +2.2988
745 same 20.035000915527345 8.5600004196167 20.075274328093585 2.491826842968771 +6.068307218993435 +6.0252
745 same 26.649999694824217 0.5 26.638648775164636 2.532088142118044 -2.0321198440824992 -2.1429
745 same 30.300000762939455 8.579999923706055 30.329451466462046 2.5514225578002567 +6.028649301514367 +5.845
745 same 32.49999862670899 5.199999809265137 32.51196279602906 2.5617300054666385 +2.638296931541726 +2.3327
752 same 1.669999885559082 3.200000047683716 1.6724371149694166 1.872572368466495 +1.3274299166582073 +1.3926
752 same 12.254999809265136 12.289999961853027 12.418463624003547 1.9681646493923697 +10.323129595054429 +10.29
752 same 15.014999771118164 7.869999885559082 15.130071830639778 2.0154225953682285 +5.855708055026397 +5.7663
752 same 16.929999237060546 3.3499999046325684 16.957152020696793 2.052552213214022 +1.2977317849334322 +1.2764
752 same 22.069999771118162 12.449999809265137 22.363142057341584 2.1875529354833647 +10.266632760412032 +10.2428
752 same 23.51000030517578 0.9200000166893005 23.471217591620682 2.21980438545539 -1.3003828266837842 -1.3523
752 same 27.060000076293946 8.359999656677246 27.270193851076062 2.3421680689988533 +6.021501344400497 +5.9717
752 same 30.545000762939452 4.21999979019165 30.612998135113372 2.4650861818184775 +1.756230456254506 +1.7427
752 same 35.09500015258789 12.770000457763672 35.5505003961779 2.6726300413420168 +10.10763918026053 +10.057
752 same 42.86500122070313 4.380000114440918 42.937337853731755 3.0409357519624733 +1.341016761766132 +1.4228
762 same 12.490000190734863 3.990000009536743 12.492633393366745 2.5132192829637834 +1.4767830741627082 +1.3559
762 same 30.549999084472656 3.940000057220459 30.570848521196325 2.6792927201775902 +1.26087972808092 +1.3345
762 same 31.540000915527344 0.23000000417232513 31.49721407680545 2.695020422385484 -2.4653917286661744 -2.3875
762 same 53.700001068115235 4.059999942779541 53.72748743227495 3.2833573883906024 +0.7771287908078661 +1.0795
805 same 8.409999885559081 3.7899999618530273 8.412201906647942 2.3915121472756784 +1.398489548197699 +1.4057
805 same 11.525000038146972 8.079999923706055 11.545436542261537 2.399572276301676 +5.680464409544036 +5.7546
805 same 20.055000839233397 4.440000057220459 20.074190190937284 2.454984094418968 +1.9851087133443213 +2.0615
805 same 20.815000152587892 8.600000381469727 20.874329876236146 2.462719126338695 +6.137568021675272 +6.2084
833 same 19.31499984741211 -0.3199999928474426 19.261101073350158 -2.362553248410908 -2.0432642706361537 -1.7294
833 same 36.66499893188477 7.039999961853027 36.730572388591895 1.6817887837550096 +5.358612405027917 +5.4109
837 same 2.990000057220459 3.2100000381469727 2.9914352916667952 1.878826184961393 +1.3311746269001894 +1.3104
837 same 13.414999656677246 12.239999771118164 13.598691500289586 1.9845075670866232 +10.257137175662681 +10.2015
837 same 16.285000228881835 7.880000114440918 16.416381435669546 2.0414792825799153 +5.839998846367342 +5.7989
837 same 17.939999465942382 3.3399999141693115 17.970330480665492 2.0779318964763536 +1.2624324345237514 +1.2682
837 same 23.180000381469725 0.8899999856948853 23.13561672682691 2.2262679616342416 -1.3370048662291834 -1.3557
837 same 23.370000915527342 12.479999542236328 23.709941277565736 2.245343942628969 +10.240299541142196 +10.2278
837 same 28.519999160766602 8.350000381469727 28.76175244872934 2.4342696694413655 +5.920668417457303 +5.9103
837 same 31.50499984741211 4.190000057220459 31.579246743675835 2.5566600859430175 +1.6350266246692715 +1.728
837 same 36.685000305175784 12.739999771118164 37.226014608356444 2.8383756187833833 +9.916393363030005 +10.0759
837 same 43.85499908447266 4.380000114440918 43.92800746925648 3.2360408816854114 +1.146286591762858 +1.5595
850 same 8.359999732971191 8.289999961853027 8.276630638041437 2.5495414930001057 +5.74106382464214 +5.8248
850 same 12.33499984741211 4.300000190734863 12.319132427701868 2.50120452536614 +1.7988656483344079 +1.9154
850 same 15.12000015258789 8.770000457763672 15.091420540706997 2.4814172058858786 +6.288648194168055 +6.3155
850 same 27.4699991607666 4.949999809265137 27.500426431096486 2.5276643862842696 +2.4225265158936082 +2.2315
850 same 28.110000686645506 0.6100000143051147 28.083075033973255 2.535101533332967 -1.9252898091807298 -2.1276
850 same 39.850000915527346 5.320000171661377 39.924950461701144 2.7936344447020667 +2.5274772443735873 +2.223
850 same 50.99500183105469 5.369999885559082 51.095528290392174 3.2207473883382667 +2.151602162537685 +2.0408
853 same 30.439998626708984 0.7300000190734863 30.42409079011529 2.6459793325804 -1.9160453515122016 -1.7474
855 same 18.20999946594238 -0.5199999809265137 18.09446440365921 -2.8026362752807232 -2.285558313174244 -1.9632
871 opposite 10.115000228881836 3.5899999141693115 10.142807173668555 2.2097989985719786 +1.380481000808808 +1.4072
871 opposite 35.6350016784668 3.380000114440918 35.635480545414026 2.475522943112783 +0.9044772980939305 +1.3413
871 same 28.309999465942383 -0.03999999910593033 28.2771309811567 -2.002657651958059 -1.9629328566181607 -2.0909
876 same 5.519999771118163 3.6500000953674316 5.522366651120866 1.695594118318326 +1.9544074102515618 +1.8892
876 same 18.219999389648436 0.41999998688697815 18.195989231147276 1.8104319837742224 -1.3906392866876374 -1.4748
876 same 26.155000381469726 3.4700000286102295 26.195315087326108 1.9850798149326876 +1.4854673730837857 +1.3916
886 same 21.489999771118164 0.07000000029802322 21.44282223265487 2.972319415133757 -2.9027028276879965 -2.5634
906 opposite 16.065000686645508 3.799999952316284 16.075120347918965 2.5132939934760157 +1.2867457526875088 +1.573
906 same 25.520000457763672 0.0 25.510409302619625 2.568867217292505 -2.5688851220592044 -2.2655
939 opposite 16.084999771118163 9.0600004196167 16.125035740921565 1.9796337266615067 +7.0804798838487875 +7.1339
939 opposite 37.30000137329102 9.380000114440918 37.48624597622813 2.317664634496938 +7.064790830831353 +7.1249	
1013 same 4.82000020980835 3.7300000190734863 4.8357570753771055 2.2548760076082686 +1.4752081642987842 +1.4464
1013 same 7.735000076293945 8.029999732971191 7.791274460717384 2.2848578854689934 +5.745417448215856 +5.7326
1013 same 16.254999694824217 4.340000152587891 16.26915231063937 2.356544704472935 +1.983505939288136 +2.0858
1013 same 17.13499984741211 8.539999961853027 17.17724948960241 2.362971897588257 +6.177172552145503 +6.2326
1013 same 24.3600008392334 12.569999694824219 24.408496985677406 2.405380940756756 +10.16473444275648 +10.1548
1013 same 27.964999084472655 4.829999923706055 27.97435817300129 2.420643467044928 +2.4093746341722677 +2.3955
1013 same 31.485000610351562 12.920000076293945 31.513342794594394 2.4320105371834306 +10.488027834245063 +10.5129
1013 same 35.64500137329102 4.550000190734863 35.64820805096367 2.4406449161098775 +2.109357712046476 +2.0426
1082 opposite 20.740000762939452 7.019999980926514 20.723173825754827 1.7040450438316614 +5.315981568726339 +5.1549
1082 opposite 38.014998321533206 11.039999961853027 38.03136129355852 1.691195408422484 +9.348818873264 +9.0807
1082 opposite 41.019998474121095 28.219999313354492 41.08814945645824 1.6974371177614591 +26.522649754040305 +26.3128
1082 opposite 44.460001373291014 10.949999809265137 44.49132287445712 1.7074035342313707 +9.242649346356451 +9.0531
1082 opposite 46.234999084472655 15.149999618530273 46.28787008720204 1.7139220310965673 +13.436181610802528 +13.1975
1104 same 2.369999942779541 4.590000152587891 2.3890578669425677 2.3344076146756456 +2.2556730484622114 +2.2123
1104 same 11.244999923706054 4.420000076293945 11.267604690940585 2.4216400174250827 +1.9984879034870566 +1.9639
1104 same 14.199999542236329 8.420000076293945 14.273142414116657 2.4568524127081135 +5.963596225218141 +5.9578
1104 same 20.149999694824217 -0.0 20.114089749855058 2.5334849026098376 -2.533739385947115 -2.5351
1104 same 21.365000381469727 8.489999771118164 21.451046573944666 2.5525785591940187 +5.938044677757674 +5.9176
1104 same 23.910000839233398 4.090000152587891 23.932701525015723 2.5894545041880654 +1.5007173498252893 +1.4558
1158 same 6.730000038146972 4.349999904632568 6.762529832365717 2.287224167798689 +2.06303221690367 +2.0846
1158 same 9.615000343322754 8.079999923706055 9.718671893072512 2.337768256088385 +5.743167446176258 +5.6349
1158 same 20.324999694824218 4.380000114440918 20.372702768639098 2.5751193030351884 +1.8055110984516247 +1.8115
1158 same 29.74499969482422 8.729999542236328 29.940309294468562 2.861847175443628 +5.871401709950359 +6.0147
1158 same 31.620001525878905 4.909999847412109 31.68920020895776 2.921866481053696 +1.9893372615440261 +2.1046
1165 same 32.02000045776367 0.8799999952316284 31.982278027454495 2.8020505147441073 -1.9224206566999376 -1.7773
1165 opposite 39.48 21.079999923706055 39.793263660652904 2.9452526063431628 +18.137452808641193 +18.3535
1165 opposite 50.5049983215332 21.219999313354492 50.75918380072574 3.1160558135568173 +18.105727836839336 +18.3625
1173 opposite 29.70500030517578 22.389999389648438 30.006995816559378 2.6202380433638046 +19.772067797222064 +20.2017
1173 opposite 37.89999816894532 10.0600004196167 37.977575038351574 2.7232917598988347 +7.337118789296381 +7.8587
1244 same 1.4499999332427977 3.109999895095825 1.4565382084699778 1.8835027089349379 +1.2265146133265272 +1.3089
1244 same 11.459999656677246 8.569999694824219 11.51033631419939 1.948477116109474 +6.6217139049886224 +6.6065
1244 same 12.68500030517578 12.109999656677246 12.7644797646531 1.9581847076997045 +10.152126070078262 +10.0681
1244 same 15.41499969482422 3.7699999809265137 15.43023310512783 1.9800295980440286 +1.7900352031136004 +1.7391
1244 same 17.479999084472656 7.980000019073486 17.533622040861086 1.9983998304956256 +5.981840539286093 +5.9389
1244 same 19.505000076293946 12.279999732971191 19.601661853820524 2.0174394872271355 +10.263015458273502 +10.2015
1244 same 24.419999465942382 7.730000019073486 24.479777670654542 2.0662017942797295 +5.664113678673437 +5.6097
1244 same 27.534999389648437 3.5799999237060547 27.551631923354044 2.0996806727628354 +1.4804126876957524 +1.3992
1244 same 29.379999237060545 0.550000011920929 29.361641157708103 2.120408907663379 -1.5705161950468804 -1.6461
1244 same 42.509998626708985 7.920000076293945 42.59236920833348 2.2945398280784373 +5.626063269904636 +5.5575
1263 same 11.650000419616699 11.260000228881836 11.64927997035822 1.3942822652092146 +9.865717989978215 +9.833
1313 same 5.764999961853027 -2.740000009536743 5.66743955783447 -0.9332086626292707 +1.8094233898377634 +1.6727
1316 same 18.000000381469725 -0.5099999904632568 17.91074394881858 -2.6204085655193774 -2.1122952124265235 -1.7174
1320 same 29.799999237060547 0.07000000029802322 29.78802891560865 2.416949630710843 -2.3469801567739195 -2.257
